,Time,Mean,SMA_3,SMA_10,SMA_50,signals,positions,current_position,Argent Fixe,Solde Net,%PnL,infos,total
28,2020-04-30 01:58:15,8814.76073243,8809.076153388503,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
29,2020-04-30 01:58:17,8815.70803424,8809.561141074502,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
30,2020-04-30 01:58:19,8817.84897203,8810.110926796004,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
31,2020-04-30 01:58:22,8817.51790324,8810.669393321503,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
32,2020-04-30 01:58:24,8818.01651658,8811.253476450005,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
33,2020-04-30 01:58:26,8817.36272352,8811.824626258505,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
34,2020-04-30 01:58:28,8817.62449120,8812.409777686004,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
35,2020-04-30 01:58:31,8817.87300445,8812.972220387004,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
36,2020-04-30 01:58:33,8817.86837760,8813.532824446505,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
37,2020-04-30 01:58:35,8818.19106142,8814.068880191506,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
38,2020-04-30 01:58:37,8813.56817185,8814.373795497004,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
39,2020-04-30 01:58:40,8813.54353297,8814.663617651004,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
40,2020-04-30 01:58:42,8811.41729659,8814.778216951005,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
41,2020-04-30 01:58:44,8811.49449746,8814.906431466003,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
42,2020-04-30 01:58:46,8811.17256116,8814.989458918502,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
43,2020-04-30 01:58:48,8810.71060864,8814.957086614502,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
44,2020-04-30 01:58:51,8810.80186166,8814.876229389001,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
45,2020-04-30 01:58:53,8810.62448758,8814.709227824002,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
46,2020-04-30 01:58:55,8811.51132771,8814.566433606502,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
47,2020-04-30 01:58:57,8811.32940765,8814.447278499001,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
48,2020-04-30 01:59:00,8812.11688439,8814.315086097002,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
49,2020-04-30 01:59:02,8811.90768844,8814.125068807001,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
50,2020-04-30 01:59:04,8812.35947814,8813.8505941125,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
51,2020-04-30 01:59:06,8812.80308506,8813.6148532035,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
52,2020-04-30 01:59:08,8813.15759075,8813.371906912,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
53,2020-04-30 01:59:11,8813.70162342,8813.188851907,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
54,2020-04-30 01:59:13,8814.41071560,8813.028163127,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
55,2020-04-30 01:59:15,8813.66963989,8812.817994899,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
56,2020-04-30 01:59:17,8812.05255370,8812.527203704,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
57,2020-04-30 01:59:19,8812.99280831,8812.2672910485,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
58,2020-04-30 01:59:22,8812.70492649,8812.224128780499,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
59,2020-04-30 01:59:24,8812.66393184,8812.180148723999,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
60,2020-04-30 01:59:26,8812.56020266,8812.2372940275,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
61,2020-04-30 01:59:28,8812.55102988,8812.2901206485,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
62,2020-04-30 01:59:30,8812.40407717,8812.351696449,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
63,2020-04-30 01:59:33,8812.26348514,8812.429340274002,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
64,2020-04-30 01:59:35,8812.67981613,8812.523237997502,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
65,2020-04-30 01:59:37,8813.19615867,8812.651821552001,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
66,2020-04-30 01:59:39,8813.40064696,8812.746287514503,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
67,2020-04-30 01:59:42,8814.23834987,8812.891734625502,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
68,2020-04-30 01:59:44,8814.46102206,8813.008941509,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
69,2020-04-30 01:59:46,8814.35820207,8813.131467190502,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
70,2020-04-30 01:59:48,8814.44904083,8813.235945325001,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
71,2020-04-30 01:59:50,8814.71580902,8813.331581523002,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
72,2020-04-30 01:59:53,8814.71568776,8813.409486373503,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
73,2020-04-30 01:59:55,8814.96609041,8813.472709723002,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
74,2020-04-30 01:59:57,8814.98419349,8813.501383617502,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
75,2020-04-30 01:59:59,8814.98865862,8813.567334554002,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
76,2020-04-30 02:00:01,8815.29952280,8813.729683009002,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
77,2020-04-30 02:00:04,8815.33576936,8813.846831061503,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
78,2020-04-30 02:00:06,8815.74982727,8813.999076100501,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
79,2020-04-30 02:00:09,8816.11383897,8814.171571457,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
80,2020-04-30 02:00:11,8815.83781715,8814.3354521815,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
81,2020-04-30 02:00:13,8815.95184038,8814.5054927065,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
82,2020-04-30 02:00:15,8815.57444322,8814.664011009,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
83,2020-04-30 02:00:18,8810.47195194,8814.574434349,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
84,2020-04-30 02:00:20,8809.93499096,8814.4371930905,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
85,2020-04-30 02:00:22,8809.86717507,8814.2707439105,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
86,2020-04-30 02:00:24,8808.53966829,8814.027694977,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
87,2020-04-30 02:00:27,8808.48272237,8813.739913602,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
88,2020-04-30 02:00:29,8805.61685625,8813.2977053115,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
89,2020-04-30 02:00:31,8803.06829954,8812.733210185,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
90,2020-04-30 02:00:33,8803.07276478,8812.1643963825,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
91,2020-04-30 02:00:35,8802.68309363,8811.562760613,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
92,2020-04-30 02:00:38,8800.67607631,8810.860780040499,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
93,2020-04-30 02:00:40,8800.67599560,8810.1462753,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
94,2020-04-30 02:00:42,8802.58704446,8809.5264178485,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
95,2020-04-30 02:00:44,8802.90518225,8808.92224403,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
96,2020-04-30 02:00:46,8804.86441843,8808.4004888115,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
97,2020-04-30 02:00:49,8804.37489106,8807.8524448965,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
98,2020-04-30 02:00:51,8804.56983280,8807.293445173,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
99,2020-04-30 02:00:53,8804.74886361,8806.725196405,,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
100,2020-04-30 02:00:55,8805.46886589,8806.206748842,8810.8234554857,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
101,2020-04-30 02:00:57,8805.13692869,8805.6660032575,8810.8203126752,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
102,2020-04-30 02:01:00,8810.66608136,8805.4205851645,8810.8677661982,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
103,2020-04-30 02:01:02,8810.80192531,8805.437083833,8810.9132202944,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
104,2020-04-30 02:01:04,8811.01868768,8805.491268668999,8810.962570295502,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
105,2020-04-30 02:01:06,8809.76891738,8805.486355784498,8810.996695811402,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
106,2020-04-30 02:01:08,8808.17774412,8805.468259575999,8811.012974217401,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
107,2020-04-30 02:01:11,8804.39919268,8805.264083091499,8810.9957179521,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
108,2020-04-30 02:01:13,8805.37195130,8805.251837843998,8810.989944830002,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
109,2020-04-30 02:01:15,8803.85805976,8805.291325855,8810.968442622401,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
110,2020-04-30 02:01:17,8802.56964878,8805.266170054998,8810.925606534202,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
111,2020-04-30 02:01:19,8802.20725358,8805.242378052499,8810.884193342701,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
112,2020-04-30 02:01:22,8801.92846403,8805.3049974385,8810.840129442902,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
113,2020-04-30 02:01:24,8803.04942151,8805.423668733998,8810.811226384501,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
114,2020-04-30 02:01:26,8802.45427224,8805.417030122999,8810.776554480402,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
115,2020-04-30 02:01:28,8802.85878355,8805.414710187999,8810.738900811602,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
116,2020-04-30 02:01:30,8803.04941020,8805.3239597765,8810.702831949502,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
117,2020-04-30 02:01:33,8802.08099580,8805.2092650135,8810.648942442302,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
118,2020-04-30 02:01:35,8802.04454724,8805.0830007355,8810.594689257301,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
119,2020-04-30 02:01:37,8802.11265619,8804.9511903645,8810.5383449203,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
120,2020-04-30 02:01:39,8801.73525930,8804.764510035,8810.4644444074,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
121,2020-04-30 02:01:42,8800.38043684,8804.526685442499,8810.3789467042,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
122,2020-04-30 02:01:44,8800.57128720,8804.0219457345,8810.289539455101,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
123,2020-04-30 02:01:46,8800.11933630,8803.487816284,8810.1771522709,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
124,2020-04-30 02:01:48,8800.34200850,8802.953982325,8810.0563822942,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
125,2020-04-30 02:01:51,8802.24165145,8802.5776190285,8809.939153619902,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
126,2020-04-30 02:01:53,8802.33158108,8802.285310876501,8809.818797310101,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
127,2020-04-30 02:01:55,8803.39980506,8802.235341495501,8809.715670262702,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
128,2020-04-30 02:01:57,8802.70100759,8802.10179431,8809.595073014301,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
129,2020-04-30 02:01:59,8802.82366824,8802.050074734,8809.4662293543,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
130,2020-04-30 02:02:02,8802.32758101,8802.0379713455,8809.311015444102,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
131,2020-04-30 02:02:04,8802.31840833,8802.043529083,8809.159020495,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
132,2020-04-30 02:02:06,8803.15615121,8802.104913441999,8809.0104168413,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
133,2020-04-30 02:02:09,8802.47867950,8802.076376341498,8808.8615764011,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
134,2020-04-30 02:02:11,8801.57258552,8802.032292005499,8808.7010573443,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
135,2020-04-30 02:02:13,8800.18052661,8801.898379158498,8808.5241325659,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
136,2020-04-30 02:02:15,8799.45945394,8801.718881345498,8808.3400433293,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
137,2020-04-30 02:02:17,8799.46846519,8801.588254814998,8808.152817367001,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
138,2020-04-30 02:02:20,8799.58926712,8801.465490808998,8808.0130283197,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
139,2020-04-30 02:02:22,8800.27881112,8801.373798555498,8807.8803811012,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
140,2020-04-30 02:02:25,8802.83261985,8801.428666582997,8807.7945343338,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
141,2020-04-30 02:02:27,8802.83253911,8801.551271696499,8807.707914750301,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
142,2020-04-30 02:02:30,8803.95768996,8801.720591834497,8807.6357660383,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
143,2020-04-30 02:02:32,8804.16717874,8801.922983956498,8807.5703317393,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
144,2020-04-30 02:02:34,8804.54032268,8802.132899665496,8807.5077163495,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
145,2020-04-30 02:02:38,8804.08309202,8802.224971693997,8807.4423023939,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
146,2020-04-30 02:02:41,8805.09308689,8802.363046984497,8807.3781199857,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
147,2020-04-30 02:02:43,8804.88661880,8802.437387671496,8807.3136920972,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
148,2020-04-30 02:02:46,8807.69591110,8802.687132846997,8807.2694823643,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
149,2020-04-30 02:02:48,8810.74299828,8803.083099348998,8807.257835462698,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
150,2020-04-30 02:02:50,8812.69456663,8803.601448629997,8807.261186347598,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
151,2020-04-30 02:02:52,8812.89450876,8804.130253651498,8807.262100584598,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
152,2020-04-30 02:02:55,8812.64163125,8804.604527653499,8807.256940989599,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
153,2020-04-30 02:02:58,8813.03564614,8805.132375985499,8807.250281216799,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
154,2020-04-30 02:03:00,8812.66052229,8805.686772824,8807.232779283699,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
155,2020-04-30 02:03:03,8812.25808217,8806.290650602,8807.218663706499,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
156,2020-04-30 02:03:05,8812.41938350,8806.93864708,8807.222332004498,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
157,2020-04-30 02:03:07,8812.09199240,8807.5698234405,8807.213323845399,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
158,2020-04-30 02:03:10,8810.44168192,8808.1124441805,8807.190691399699,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
159,2020-04-30 02:03:12,8811.01894005,8808.649450627001,8807.1742414818,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
160,2020-04-30 02:03:14,8810.72337081,8809.043988175003,8807.1558731633,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
161,2020-04-30 02:03:17,8807.67562744,8809.286142591502,8807.1071191389,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
162,2020-04-30 02:03:19,8806.78412628,8809.427464407501,8807.05091963,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
163,2020-04-30 02:03:21,8806.48219273,8809.543215107002,8806.993106705899,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
164,2020-04-30 02:03:23,8805.14514052,8809.573455999003,8806.9177599498,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
165,2020-04-30 02:03:25,8805.71785269,8809.655194032503,8806.842976889999,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
166,2020-04-30 02:03:28,8807.83570156,8809.792324766002,8806.787327435999,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
167,2020-04-30 02:03:30,8807.74025895,8809.935006773503,8806.7223465268,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
168,2020-04-30 02:03:32,8809.15033976,8810.007728206503,8806.6692397038,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
169,2020-04-30 02:03:34,8809.23663250,8809.932409917503,8806.6180240081,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
170,2020-04-30 02:03:36,8808.92151562,8809.743757367001,8806.562748756,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
171,2020-04-30 02:03:39,8808.99918966,8809.548991412003,8806.505582562399,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
172,2020-04-30 02:03:43,8808.66444430,8809.350132064503,8806.445070127798,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
173,2020-04-30 02:03:46,8809.03482009,8809.150090762003,8806.3857574246,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
174,2020-04-30 02:03:49,8810.86570043,8809.060349669002,8806.344572494,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
175,2020-04-30 02:03:51,8811.09109998,8809.002000559502,8806.3055969076,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
176,2020-04-30 02:03:53,8811.19557660,8808.9408102145,8806.264557445598,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
177,2020-04-30 02:03:55,8808.99069792,8808.7857454905,8806.2011067312,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
178,2020-04-30 02:03:58,8807.48063117,8808.637692953002,8806.118414770199,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
179,2020-04-30 02:04:00,8807.64693307,8808.469092604002,8806.033745711198,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
180,2020-04-30 02:04:02,8806.78539006,8808.2721935665,8805.943221440299,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
181,2020-04-30 02:04:05,8808.78913459,8808.327868924,8805.871594382399,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
182,2020-04-30 02:04:07,8809.70415851,8808.473870535501,8805.812891535297,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
183,2020-04-30 02:04:09,8809.62770534,8808.631146166,8805.8044490693,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
184,2020-04-30 02:04:12,8809.50302444,8808.849040362,8805.800129404099,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
185,2020-04-30 02:04:14,8809.50294364,8809.0382949095,8805.796487089798,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
186,2020-04-30 02:04:16,8809.00416944,8809.0967183035,8805.801132101298,,0.0,0.0,0.00000000,47.76148046,47.76148046,0.0,0.0,47.76148046
